Id,AgeReviewer,GenderReviewer,RevRating,RevType,RevLen,WordCount,AvgWordLen,SentiG2,SentiG3,SentiGPol,SentiGSub,SentiR2,SentiR3,SentiRPol,App,AppCat,nReviews,nInstalls,ContRating,lRevLen,AppRating
257,75,Male,4.4,Long,347,57,2.841699638,Positive,Positive,0.492137918,0.801311345,Positive,Positive,0.379868622,Color Road,GAME,11538881,10000000+,Teen,5.85220248,4.27
258,46,Female,4.38,Long,266,48,3.059379851,Negative,Negative,0.185689661,0.459747645,Negative,Negative,0.244110496,Blossom Blast Saga,GAME,2759,10000000+,Teen,5.587248658,4.37
259,NA,NA,4.26,Long,158,19,3.204191092,Negative,Negative,0.221551431,0.529613643,Negative,Negative,-0.429214104,Bad Piggies,FAMILY,4014,50000000+,Mature,5.068904202,4.56
260,21,Female,4.35,Short,89,13,3.471786632,Negative,Neutral,0.259982916,0.549735262,Positive,Neutral,-0.224138436,ABCmousecom,FAMILY,427109,5000000+,Mature,4.49980967,4.85
261,NA,NA,4.37,Long,123,18,3.276925827,Negative,Negative,-0.364260442,0.395894387,Positive,Neutral,0.192489034,Dr Panda Totos Treehouse,FAMILY,113919,50000+,Teen,4.820281566,4.5
262,NA,NA,4.18,Short,62,14,3.178382169,Negative,Negative,-0.166016374,0.46610101,Negative,Negative,-0.098437093,Candy Day,FAMILY,3587,1000000+,Teen,4.143134726,4.67
263,NA,NA,4.4,Short,53,13,3.263351737,Negative,Negative,0.595812033,0.464620506,Negative,Negative,-0.475604774,Bad Piggies,FAMILY,3962,50000000+,Mature,3.988984047,4.56
264,NA,NA,4.21,Short,53,9,3.398167781,Negative,Negative,-0.020291485,0.556429094,Negative,Neutral,0.696629969,Cooking Madness A Chefs Restaurant Games,GAME,158368,10000000+,Teen,3.988984047,4.4
265,43,Female,4.48,Long,235,31,3.018035419,Negative,Negative,-0.611189068,0.628094978,Negative,Neutral,-0.373695373,Hide App Private Dating Safe Chat PrivacyHider,DATING,134881,1000000+,Teen,5.463831805,4.57
266,NA,NA,4.33,Short,66,7,3.850388562,Negative,Negative,-0.450038741,0.370232805,Positive,Neutral,0.075013458,Altos Adventure,GAME,516619,10000000+,Mature,4.204692619,4.63
267,18,Female,4.28,Long,251,33,3.151852154,Negative,Negative,0.450663926,0.707052694,Negative,Negative,-0.567341332,Candy Pop Story,FAMILY,6738,1000000+,Mature,5.529429088,4.62
268,NA,NA,4.36,Short,51,5,3.881101589,Negative,Negative,0.067564007,0.178717692,Negative,Neutral,0.034831741,Dominos Game вп,FAMILY,80256,1000000+,Teen,3.951243719,4.54
269,29,Male,4.26,Long,129,17,3.400137086,Negative,Negative,-0.306614359,0.519906453,Negative,Negative,-0.196651875,Battlelands Royale,GAME,1557,1000000+,Mature,4.86753445,4.61
270,NA,NA,4.32,Long,297,42,2.959743571,Negative,Negative,0.272297747,0.646750743,Negative,Neutral,0.236304292,Clash Royale,FAMILY,72823,100000000+,Mature,5.697093487,4.47
271,NA,NA,4.04,Long,113,15,3.375173162,Negative,Negative,0.362696283,0.56009223,Positive,Neutral,-0.48506077,Clash of Clans,FAMILY,436600,100000000+,Mature,4.736198448,4.44
272,NA,NA,3.95,Short,83,14,3.075765757,Negative,Negative,-0.143345339,0.420517724,Negative,Negative,-0.218437762,Cat Sim Online Play with Cats,FAMILY,9604,5000000+,Mature,4.430816799,4.56
273,23,Female,4.4,Short,34,6,3.74430849,Negative,Neutral,0.412552534,0.259888631,Positive,Neutral,0.023843312,Dragon Hills,GAME,157276,10000000+,Mature,3.555348061,4.45
274,NA,NA,4.2,Long,103,20,3.182337167,Negative,Negative,0.466451754,0.456203857,Negative,Negative,-0.16467967,Cat Sim Online Play with Cats,FAMILY,9842,5000000+,Mature,4.644390899,4.56
275,33,Female,4.52,Long,273,44,2.862984685,Negative,Negative,-0.163846818,0.523620828,Negative,Neutral,-0.492955805,Clash Royale,FAMILY,73667,100000000+,Mature,5.613128106,4.47
276,43,Female,4.37,Long,120,16,3.266344107,Positive,Neutral,-0.041640883,0.647317843,Negative,Neutral,-0.456699197,Cat Sim Online Play with Cats,FAMILY,9945,5000000+,Mature,4.795790546,4.56
277,NA,NA,4.56,Short,121,12,3.729434764,Negative,Negative,-0.505680641,0.527726458,Positive,Neutral,-0.120104628,Clash of Clans,FAMILY,435950,100000000+,Mature,4.804021045,4.44
278,NA,NA,4.38,Short,102,13,3.495053109,Negative,Negative,-0.357976364,0.425498621,Negative,Neutral,-0.25299414,Clash Royale,FAMILY,79529,100000000+,Mature,4.634728988,4.47
279,NA,NA,4.47,Long,268,38,3.164523685,Negative,Negative,0.107599667,0.543524121,Negative,Neutral,-0.62959008,Clash Royale,FAMILY,72609,100000000+,Mature,5.59471138,4.47
280,NA,NA,4.28,Short,94,13,3.327800264,Negative,Negative,-0.655197789,0.409360724,Negative,Negative,-0.004371684,Battlelands Royale,GAME,1473,1000000+,Mature,4.553876892,4.61
281,NA,NA,4.25,Short,95,11,3.613029821,Negative,Negative,-0.201264345,0.4434718,Negative,Negative,-0.642345797,Battlelands Royale,GAME,1552,1000000+,Mature,4.564348191,4.61
282,NA,NA,4.29,Short,50,12,3.329169412,Negative,Negative,-0.093852189,0.521138111,Positive,Neutral,0.460273717,Clash of Clans,FAMILY,436159,100000000+,Mature,3.931825633,4.44
283,34,Female,4.43,Long,93,15,3.181698896,Negative,Negative,-0.068920314,0.404566375,Negative,Negative,-0.315945212,Battlelands Royale,GAME,1361,1000000+,Mature,4.543294782,4.61
284,NA,NA,4.34,Long,202,27,3.101759909,Positive,Positive,-0.339365007,0.658761975,Positive,Positive,0.171044589,Chapters Interactive Stories,GAME,2925143,1000000+,Everyone 10+,5.313205979,4.53
285,NA,NA,4.35,Short,42,7,3.807885309,Negative,Negative,0.035869433,0.376873488,Negative,Negative,0.035242822,Free Dating Hook Up Messenger,DATING,2374,100000+,Everyone 10+,3.761200116,4.58
286,NA,NA,4.59,Long,114,17,3.253261148,Positive,Positive,0.273444889,0.821862051,Positive,Positive,0.802679348,BiggerCity Chat for gay bears chubs chasers,DATING,20273438,100000+,Everyone 10+,4.744932128,4.57
287,NA,NA,4.37,Short,86,13,3.572084595,Positive,Positive,0.375182577,0.497643887,Positive,Positive,0.132385615,Herpes Dating 1000K Singles,DATING,2616918,10000+,Everyone 10+,4.465908119,4.63
288,NA,NA,4.17,Short,73,9,3.791602577,Negative,Negative,0.173421434,0.436939236,Negative,Negative,-0.138514271,BBW Dating Plus Size Chat,DATING,5027,1000000+,Everyone 10+,4.304065093,4.77
289,66,Female,4.55,Short,76,10,3.574646986,Positive,Positive,-0.06792336,0.491926348,Positive,Positive,0.479863747,BiggerCity Chat for gay bears chubs chasers,DATING,23017576,100000+,Everyone 10+,4.343805422,4.57
290,NA,NA,4.39,Short,79,11,3.56292515,Negative,Negative,-0.168268895,0.459514538,Negative,Neutral,-0.12020282,BBWCupid BBW Dating App,DATING,47218,50000+,Everyone 10+,4.382026635,4.66
291,59,Female,4.23,Long,92,16,3.183230471,Positive,Neutral,0.50316809,0.704047309,Positive,Neutral,-0.056593298,Hily Dating Chat Match Meet Hook up,DATING,62318,100000+,Everyone 10+,4.532599493,4.7
292,NA,NA,4.29,Long,116,19,3.309455419,Positive,Neutral,0.140202684,0.409416111,Positive,Positive,-0.275191497,ChatVideo Meet new people,DATING,1328069,5000000+,Everyone 10+,4.762173935,4.42
293,NA,NA,4.3,Long,214,29,3.254994891,Positive,Neutral,0.735492908,0.536886272,Positive,Positive,0.085308963,ChatVideo Meet new people,DATING,1344383,5000000+,Everyone 10+,5.370638028,4.42
294,NA,NA,4.44,Long,98,15,3.39418076,Negative,Negative,-0.473333773,0.332557997,Negative,Neutral,-0.21323137,FastMeet Chat Dating Love,DATING,46895,1000000+,Everyone 10+,4.59511985,4.56
295,NA,NA,4.62,Short,47,7,3.481401303,Positive,Positive,0.696761407,0.685341398,Positive,Positive,0.404664101,2Date Dating App Love and matching,DATING,239184,500000+,Everyone 10+,3.871201011,4.82
296,NA,NA,4.36,Short,21,5,4.228508491,Negative,Negative,-0.069237556,0.626576732,Negative,Neutral,-0.399110657,BLK Swipe Match Chat,DATING,27186,100000+,Everyone 10+,3.091042453,4.55
297,NA,NA,4.43,Short,105,12,3.386039048,Negative,Negative,0.306119336,0.472625183,Negative,Negative,-0.298770736,Herpes Positive Singles Dating,DATING,20819,10000+,Everyone 10+,4.663439094,4.45
298,NA,NA,4.34,Short,38,5,4.02307232,Positive,Neutral,-0.312299978,0.57167521,Negative,Neutral,0.280294342,Gay Sugar Daddy Dating Hookup ?Sudy Gay,DATING,35260,100000+,Everyone 10+,3.663561646,4.44
299,NA,NA,4.31,Short,80,14,3.216670061,Negative,Negative,0.213887387,0.522639522,Negative,Negative,-0.86653966,Black People Meet Singles Date,DATING,336,1000000+,Everyone 10+,4.394449155,4.6
300,NA,NA,4.49,Short,71,9,3.809584148,Positive,Positive,-0.298933082,0.529113272,Positive,Positive,-0.245289277,BiggerCity Chat for gay bears chubs chasers,DATING,22677500,100000+,Everyone 10+,4.276666119,4.57
301,NA,NA,4.39,Long,111,20,2.987651375,Positive,Neutral,0.237247222,0.531334265,Positive,Neutral,-0.270652185,Garena Free Fire,GAME,837252,100000000+,Everyone,4.718498871,4.63
302,NA,NA,4.23,Long,198,27,3.065206018,Positive,Neutral,-0.268571887,0.459956488,Positive,Positive,-0.112178725,FINAL FANTASY BRAVE EXVIUS,GAME,3780643,5000000+,Everyone,5.293304825,4.45
303,66,Female,4.4,Long,153,21,3.313761441,Negative,Negative,0.122296835,0.564848778,Negative,Negative,-0.109403785,Akinator,FAMILY,28520,50000000+,Everyone,5.036952602,4.44
304,NA,NA,4.2,Long,298,31,3.353847474,Negative,Negative,-0.452404164,0.615413817,Positive,Positive,0.240153461,DEER HUNTER 2018,GAME,53602706,10000000+,Everyone,5.700443573,4.78
305,67,Male,4.42,Long,207,24,3.198092096,Negative,Negative,0.297032581,0.584040984,Negative,Negative,0.176530178,Avakin Life 3D virtual world,FAMILY,7580,10000000+,Everyone,5.33753808,4.41
306,NA,NA,4.57,Long,394,58,3.054583261,Negative,Negative,-0.094041034,0.510429992,Negative,Negative,-0.150114881,Granny,GAME,2773,50000000+,Everyone,5.978885765,4.44
307,33,Female,4.3,Long,126,16,3.366461157,Negative,Negative,-0.59909385,0.454612082,Positive,Positive,0.735597671,Honkai Impact 3rd,GAME,828658,1000000+,Everyone,4.844187086,4.57
308,NA,NA,4.36,Short,57,8,3.617175324,Positive,Positive,-0.363008079,0.674452532,Positive,Positive,0.058971079,Choices Stories You Play,FAMILY,7376054,10000000+,Everyone,4.060443011,4.43
309,NA,NA,4.58,Short,88,12,3.598397608,Negative,Negative,0.420459061,0.473467319,Positive,Neutral,0.447415757,Honkai Impact 3rd,GAME,813640,1000000+,Everyone,4.48863637,4.57
310,NA,NA,4.26,Long,257,36,3.334405662,Negative,Neutral,0.219215739,0.700614792,Positive,Neutral,-0.003086765,DRAGON BALL LEGENDS,GAME,130735,5000000+,Everyone,5.552959585,4.64
311,NA,NA,4.35,Short,22,4,3.72613915,Positive,Positive,-0.422437067,0.62571213,Positive,Positive,0.132318027,95Live SG1 Live Streaming App,DATING,371425,1000000+,Everyone,3.135494216,4.49
312,NA,NA,4.36,Long,465,62,3.196154689,Negative,Neutral,0.601846142,0.589074979,Positive,Neutral,0.47196663,DRAGON BALL LEGENDS,GAME,132889,5000000+,Everyone,6.144185634,4.64
313,51,Male,4.55,Short,47,8,3.777297496,Negative,Negative,-0.181034752,0.405625353,Negative,Neutral,0.160907384,Grim Soul Dark Fantasy Survival,GAME,27054,5000000+,Everyone,3.871201011,4.61
314,NA,NA,4.58,Long,248,29,3.350731359,Positive,Positive,0.162852429,0.734678086,Positive,Positive,0.152299816,Asphalt 8 Airborne,GAME,11877979,100000000+,Everyone,5.517452896,4.35
315,NA,NA,4.53,Short,30,3,4.636357426,Negative,Negative,-0.309301227,0.387446359,Negative,Neutral,0.269738024,Gems or jewels ,GAME,22240,10000000+,Everyone,3.433987204,4.76
316,18,Female,4.53,Long,639,87,2.957813578,Negative,Negative,0.002804968,0.474484612,Negative,Negative,-0.280156209,Granny,GAME,2925,50000000+,Everyone,6.461468176,4.44
317,32,Female,4.29,Short,72,10,3.502442123,Negative,Negative,0.063999355,0.377091616,Negative,Negative,-0.058433301,DINO HUNTER DEADLY SHORES,GAME,13660,10000000+,Everyone,4.290459441,4.54
318,NA,NA,4.49,Long,128,18,3.289389861,Negative,Negative,-0.249516575,0.487506568,Negative,Negative,-0.15213808,Avakin Life 3D virtual world,FAMILY,7747,10000000+,Everyone,4.859812404,4.41
319,NA,NA,4.31,Long,344,50,3.225510048,Positive,Neutral,0.594590624,0.653604606,Negative,Neutral,0.415864715,Fallout Shelter,GAME,107968,10000000+,Everyone,5.843544417,4.28
320,49,Female,4.49,Long,389,52,3.078243864,Negative,Neutral,0.240457538,0.53064581,Positive,Positive,-0.07281054,Choices Stories You Play,FAMILY,7332157,10000000+,Everyone,5.966146739,4.43
321,62,Male,4.29,Short,74,9,3.537436952,Negative,Negative,0.607967118,0.395637275,Negative,Negative,-0.63164161,Grim Soul Dark Fantasy Survival,GAME,27538,5000000+,Everyone,4.317488114,4.61
322,34,Male,4.63,Long,111,19,3.288847962,Positive,Positive,0.148172231,0.60534268,Positive,Positive,0.027197369,Garena Free Fire,GAME,853485,100000000+,Everyone,4.718498871,4.63
323,NA,NA,4.37,Short,71,11,3.59613124,Positive,Neutral,0.105445014,0.534309176,Positive,Positive,-0.099209512,Choices Stories You Play,FAMILY,7451340,10000000+,Everyone,4.276666119,4.43
324,NA,NA,4.48,Long,157,22,3.189008298,Negative,Negative,-0.256352736,0.43139755,Negative,Negative,0.171315475,Akinator,FAMILY,28652,50000000+,Everyone,5.062595033,4.44
325,25,Female,4.49,Short,40,9,3.481448898,Negative,Negative,-0.047674399,0.444472111,Negative,Neutral,-0.238394074,Grim Soul Dark Fantasy Survival,GAME,27236,5000000+,Everyone,3.713572067,4.61
326,22,Male,4.44,Long,147,18,3.249104231,Negative,Negative,0.216441207,0.592951664,Positive,Positive,0.311477276,Hero Hunters,GAME,2122746,5000000+,Everyone,4.997212274,4.7
327,NA,NA,4.57,Long,214,31,3.230622046,Negative,Negative,0.393952152,0.555084147,Negative,Neutral,-0.488155456,GUNSHIP BATTLE Helicopter 3D,GAME,42868,50000000+,Everyone,5.370638028,4.71
328,NA,NA,4.45,Long,147,23,3.146859612,Negative,Negative,0.739565514,0.431766712,Negative,Neutral,-0.407168479,GUNSHIP BATTLE Helicopter 3D,GAME,43124,50000000+,Everyone,4.997212274,4.71
329,59,Female,4.5,Short,65,6,4.177666115,Negative,Negative,0.992404926,0.411356817,Negative,Negative,0.055601262,Gems or jewels ,GAME,22452,10000000+,Everyone,4.189654742,4.76
330,NA,NA,4.39,Short,17,3,5.163679017,Positive,Positive,-0.63606557,0.607355445,Positive,Neutral,-0.021697334,95Live SG1 Live Streaming App,DATING,365278,1000000+,Everyone,2.890371758,4.49
331,NA,NA,4.46,Long,206,31,3.150534592,Positive,Neutral,-0.113609054,0.650705066,Positive,Positive,0.389654278,Hero Hunters,GAME,2237516,5000000+,Everyone,5.332718793,4.7
332,53,Female,4.26,Long,162,20,3.308223018,Negative,Negative,0.3429912,0.444357327,Negative,Negative,-0.009787766,Avakin Life 3D virtual world,FAMILY,7540,10000000+,Everyone,5.093750201,4.41
333,NA,NA,4.39,Long,165,25,3.09313017,Positive,Neutral,0.163063756,0.619849333,Positive,Positive,0.370246923,Choices Stories You Play,FAMILY,7247643,10000000+,Everyone,5.111987788,4.43
334,23,Female,4.48,Long,202,29,3.222111817,Positive,Positive,0.134630902,0.66204473,Positive,Positive,-0.288472187,FINAL FANTASY BRAVE EXVIUS,GAME,3738156,5000000+,Everyone,5.313205979,4.45
335,NA,NA,4.34,Long,112,18,3.23485061,Negative,Neutral,-0.368753754,0.467629306,Negative,Neutral,0.003847753,Cut the Rope FULL FREE,FAMILY,39587,100000000+,Teen,4.727387819,4.52
336,NA,NA,4.29,Short,45,6,4.537197286,Positive,Positive,-0.065208117,0.87027272,Positive,Positive,-0.034412022,Coloring Learn,FAMILY,5448,5000000+,Teen,3.828641396,4.77
337,NA,NA,4.43,Long,951,130,2.909040887,Negative,Negative,0.064690678,0.722548565,Negative,Negative,-0.895601441,Helix Jump,GAME,16536,100000000+,Mature,6.858565035,4.37
338,NA,NA,4.47,Long,204,32,3.087403609,Positive,Positive,-0.201729754,0.618648066,Positive,Positive,0.593937201,BBVA Compass Banking,FINANCE,786649,500000+,Mature,5.323009979,4.78
339,NA,NA,4.25,Long,178,20,3.484378162,Negative,Negative,-0.294133358,0.481583438,Positive,Neutral,-0.251170031,Block Puzzle,GAME,987205,5000000+,Teen,5.187385806,4.8
340,NA,NA,4.53,Short,16,5,3.650691847,Negative,Negative,0.198358472,0.534078424,Negative,Neutral,0.481968238,Dominos Game вп,FAMILY,80730,1000000+,Teen,2.833213344,4.54
341,NA,NA,4.42,Short,37,6,3.829675033,Positive,Neutral,0.193889327,0.657079229,Positive,Neutral,-0.748980608,Hello Kitty Lunchbox,FAMILY,543910,5000000+,Teen,3.63758616,4.62
342,45,Male,4.32,Long,199,39,2.89755907,Negative,Negative,-0.310768118,0.770072465,Positive,Neutral,0.367080937,Dude Perfect 2,GAME,242441,10000000+,Teen,5.298317367,4.72
343,NA,NA,4.33,Long,147,16,3.420863794,Negative,Negative,0.415443058,0.304601329,Positive,Positive,0.392840381,Candy Crush Soda Saga,GAME,1378753,100000000+,Mature,4.997212274,4.7
344,NA,NA,4.22,Long,190,31,2.947304197,Negative,Neutral,-0.470834518,0.557911941,Positive,Neutral,-0.010427134,Bualuang mBanking,FINANCE,342394,5000000+,Mature,5.252273428,4.58
345,18,Female,4.22,Short,83,11,3.435085808,Negative,Negative,-0.17414771,0.490463318,Negative,Neutral,-0.62151002,Extreme Racing 2 Real driving RC cars game,FAMILY,219494,500000+,Teen,4.430816799,4.52
346,NA,NA,4.54,Short,81,10,3.924692883,Positive,Neutral,-0.505288516,0.551059603,Negative,Neutral,-0.461659158,Dominos Game вп,FAMILY,82709,1000000+,Teen,4.406719247,4.54
347,25,Male,4.34,Long,118,24,3.048938143,Negative,Negative,-0.109509426,0.59643428,Negative,Neutral,0.024707864,Happy Fruits Bomb Cube Blast,FAMILY,29381,500000+,Mature,4.779123493,4.31
348,NA,NA,4.51,Short,97,12,3.290286637,Negative,Negative,0.063793353,0.496574342,Negative,Negative,-0.158636423,Flip the Gun Simulator Game,GAME,28495,10000000+,Teen,4.584967479,4.7
349,NA,NA,4.49,Long,125,17,3.458701945,Negative,Negative,0.002365261,0.583221849,Negative,Neutral,-0.413017655,Fresh EBT Food Stamp Balance,FINANCE,27835,1000000+,Mature,4.836281907,4.45
350,NA,NA,4.45,Long,531,71,3.263111787,Negative,Negative,-0.041370498,0.509581146,Negative,Negative,0.33919797,Flow Free,FAMILY,8897,100000000+,Teen,6.276643489,4.87
351,NA,NA,4.51,Long,121,19,3.198655403,Negative,Negative,-0.404968515,0.361972787,Negative,Negative,-0.657555241,Color by Number Draw Sandbox Pixel Art,FAMILY,663,1000000+,Teen,4.804021045,4.35
352,NA,NA,4.59,Short,31,6,3.844376089,Negative,Negative,0.379625284,0.698940389,Negative,Negative,-0.341726481,DreamWorks Friends,FAMILY,885,100000+,Teen,3.465735903,4.5
353,56,Male,4.16,Long,997,160,3.02765805,Negative,Negative,0.032507163,0.510659472,Negative,Negative,-0.49920941,Helix Jump,GAME,16580,100000000+,Teen,6.905753276,4.37
354,NA,NA,4.48,Long,104,18,3.079048349,Negative,Negative,-0.216170961,0.617065902,Negative,Negative,0.447422823,Bad Piggies,FAMILY,4005,50000000+,Teen,4.65396035,4.56
355,75,Female,4.37,Short,107,12,3.320262053,Negative,Negative,0.010602347,0.351414953,Positive,Positive,-0.037621258,Citibanamex Movil,FINANCE,553530,5000000+,Mature,4.682131227,4.51
356,NA,NA,4.36,Short,23,5,3.672920786,Positive,Positive,-0.107169412,0.609955277,Positive,Positive,0.130187616,Educational Games for Kids,FAMILY,1874547,1000000+,Mature,3.17805383,4.61
357,NA,NA,4.25,Short,59,11,3.289204273,Negative,Neutral,0.598188626,0.308129438,Positive,Neutral,0.287902994,Disney Magic Kingdoms Build Your Own Magical Park,FAMILY,365561,10000000+,Mature,4.094344562,4.61
358,NA,NA,4.4,Long,169,16,3.601424496,Negative,Negative,0.075036067,0.578554103,Negative,Negative,-0.481987015,ETRADE Mobile,FINANCE,1447,1000000+,Teen,5.135798437,4.75
359,NA,NA,4.36,Short,50,4,4.049926525,Negative,Negative,0.305929996,0.454721203,Positive,Positive,-0.092006313,Candy Crush Soda Saga,GAME,1501366,100000000+,Teen,3.931825633,4.7
360,NA,NA,4.27,Long,156,28,3.047530614,Negative,Neutral,0.097293519,0.584366518,Positive,Positive,0.141752085,Altos Adventure,GAME,585412,10000000+,Mature,5.056245805,4.63
361,NA,NA,4.4,Short,93,12,3.201905383,Negative,Negative,-0.485177417,0.491816082,Positive,Neutral,0.565474684,Checkers вп,FAMILY,132535,1000000+,Teen,4.543294782,4.36
362,NA,NA,4.53,Long,118,19,3.352514449,Positive,Positive,0.021875106,0.610141199,Positive,Positive,-0.23088808,Altos Adventure,GAME,573204,10000000+,Teen,4.779123493,4.63
363,NA,NA,4.45,Short,83,12,3.313026431,Positive,Positive,0.00906375,0.370023811,Positive,Positive,0.303240835,Citibanamex Movil,FINANCE,548912,5000000+,Teen,4.430816799,4.51
364,NA,NA,4.74,Short,48,7,3.613760479,Positive,Neutral,-0.10291375,0.410501241,Positive,Positive,0.268342676,Angry Birds Classic,GAME,895246,100000000+,Teen,3.891820298,4.5
365,NA,NA,4.25,Short,21,5,4.190122358,Negative,Negative,0.163660246,0.50075002,Negative,Neutral,0.130348573,Amex Mobile,FINANCE,64611,1000000+,Teen,3.091042453,4.51
366,43,Male,4.51,Long,454,62,2.970204349,Positive,Neutral,-0.548057504,0.529817933,Positive,Positive,-0.562603328,GoBank,FINANCE,794417,500000+,Teen,6.120297419,4.55
367,42,Male,4.3,Short,138,13,3.809993588,Positive,Neutral,-0.5908494,0.634043823,Positive,Positive,0.466482038,A Mobile,FINANCE,2030499,10000+,Teen,4.934473933,4.54
368,NA,NA,4.36,Short,50,8,3.557494288,Negative,Neutral,0.213181127,0.514517504,Positive,Positive,0.34106938,Farming Simulator 1 ,FAMILY,696301,10000000+,Mature,3.931825633,4.68
369,NA,NA,4.46,Long,103,17,2.984879451,Negative,Negative,-0.246059083,0.370530307,Positive,Neutral,-0.137312565,Disney Magic Kingdoms Build Your Own Magical Park,FAMILY,358908,10000000+,Teen,4.644390899,4.61
370,39,Female,4.43,Short,28,3,4.708423121,Negative,Negative,0.291565398,0.582016361,Negative,Negative,0.159798939,DreamWorks Friends,FAMILY,884,100000+,Mature,3.36729583,4.5
371,NA,NA,4.39,Long,479,74,3.122439156,Negative,Negative,0.067077034,0.557183069,Negative,Neutral,-0.324387291,Farming Simulator 18,GAME,23350,100000+,Teen,6.173786104,4.3
372,39,Female,4.25,Short,88,9,3.772697187,Negative,Negative,-0.033398938,0.553110606,Negative,Neutral,-0.485275591,Extreme Racing 2 Real driving RC cars game,FAMILY,220383,500000+,Teen,4.48863637,4.52
373,NA,NA,4.39,Short,65,7,3.838679994,Negative,Negative,0.019346915,0.488194757,Negative,Neutral,0.104026592,Barbie Magical Fashion,FAMILY,117351,10000000+,Teen,4.189654742,4.61
374,NA,NA,4.3,Short,21,4,4.678646414,Negative,Negative,-0.286895394,0.206166126,Negative,Neutral,-0.207545988,ACE Elite,FINANCE,78261,100000+,Mature,3.091042453,4.63
375,35,Female,4.45,Short,81,14,3.16353613,Positive,Positive,-0.453331248,0.630942764,Positive,Positive,-0.057837084,Fruits Bomb,GAME,3801275,10000000+,Teen,4.406719247,4.36
376,NA,NA,4.34,Long,354,49,3.107097988,Positive,Positive,-0.053740782,0.748628835,Positive,Positive,-0.157964955,Branch,FINANCE,1725659,1000000+,Teen,5.872117789,4.49
377,NA,NA,4.5,Short,69,12,3.618332495,Negative,Negative,-0.165187747,0.610495967,Negative,Negative,0.558249727,Coloring Learn,FAMILY,5615,5000000+,Teen,4.248495242,4.77
378,NA,NA,4.59,Long,96,15,3.462657332,Positive,Positive,-0.351313552,0.53140904,Positive,Positive,-0.021683192,COOKING MAMA Lets Cook,FAMILY,675124,10000000+,Teen,4.574710979,4.47
379,NA,NA,4.33,Long,129,19,3.419369636,Negative,Neutral,0.154564065,0.590208883,Positive,Neutral,0.074801575,CreditWise from Capital One,FINANCE,79256,1000000+,Mature,4.86753445,4.32
380,NA,NA,4.37,Long,106,16,3.296491457,Negative,Negative,0.418656431,0.403665869,Positive,Neutral,-0.418839475,CreditWise from Capital One,FINANCE,81411,1000000+,Mature,4.672828834,4.32
381,NA,NA,4.26,Long,130,17,3.44682224,Positive,Positive,0.434679719,0.594254082,Positive,Positive,0.659389762,Fortune City A Finance App,FINANCE,393678,500000+,Teen,4.875197323,4.83
382,NA,NA,4.26,Long,154,17,3.349179997,Negative,Neutral,0.015913531,0.396177548,Positive,Positive,0.721542616,Barclays US for Android,FINANCE,1674999,1000000+,Teen,5.043425117,4.73
383,NA,NA,4.46,Long,105,17,3.22622102,Positive,Positive,0.231770765,0.591981413,Negative,Neutral,-0.413725909,Doctor Pets,FAMILY,49283,1000000+,Mature,4.663439094,4.52
384,NA,NA,4.13,Short,94,13,3.386991212,Positive,Positive,0.561447038,0.636297563,Positive,Positive,0.306860926,Fruits Bomb,GAME,3774825,10000000+,Teen,4.553876892,4.36
385,NA,NA,4.38,Short,40,7,3.935069062,Positive,Positive,-0.04882413,0.498873879,Positive,Positive,0.04033733,GoBank,FINANCE,799851,500000+,Teen,3.713572067,4.55
386,NA,NA,4.33,Long,104,19,3.364971788,Negative,Negative,-0.088384529,0.511809003,Negative,Neutral,0.095857602,Experian Free Credit Report,FINANCE,57303,1000000+,Teen,4.65396035,4.69
387,NA,NA,4.4,Long,210,33,3.235997461,Negative,Negative,0.083647647,0.528616164,Negative,Negative,0.085664824,Blossom Blast Saga,GAME,2621,10000000+,Teen,5.351858133,4.37
388,NA,NA,4.41,Long,162,27,2.962517103,Positive,Positive,0.287981728,0.659620434,Positive,Neutral,0.058211413,Altos Adventure,GAME,583610,10000000+,Teen,5.093750201,4.63
389,NA,NA,4.34,Short,32,5,4.020826928,Positive,Positive,-0.011827147,0.52362084,Positive,Neutral,0.462829235,ACE Elite,FINANCE,78998,100000+,Teen,3.496507561,4.63
390,NA,NA,4.48,Long,305,34,3.270916483,Negative,Negative,-0.275461581,0.369632509,Negative,Negative,-0.241789619,Blossom Blast Saga,GAME,2562,10000000+,Teen,5.723585102,4.37
391,NA,NA,4.31,Long,369,46,3.392902656,Negative,Negative,-0.463489725,0.528269068,Negative,Negative,-0.414881349,H TV,FAMILY,887,5000000+,Teen,5.913503006,4.45
392,NA,NA,4.32,Short,105,14,3.363857304,Positive,Positive,0.141712959,0.518291934,Positive,Neutral,0.411355634,Altos Adventure,GAME,555870,10000000+,Teen,4.663439094,4.63
393,NA,NA,4.46,Short,69,9,3.775338859,Negative,Negative,-0.132670639,0.383976129,Positive,Neutral,-0.208296866,Betterment,FINANCE,150404,100000+,Teen,4.248495242,4.6
394,NA,NA,4.24,Long,103,16,3.474975778,Negative,Negative,0.526418306,0.5013884,Negative,Negative,0.312679581,Bad Piggies,FAMILY,3910,50000000+,Mature,4.644390899,4.56
395,NA,NA,4.4,Long,212,24,3.411507289,Positive,Positive,0.455432719,0.419348896,Positive,Positive,0.500411731,Farm Fruit Pop Party Time,GAME,26538918,1000000+,Teen,5.361292166,4.48
