"age","checkingStatus","creditAmountDollar","creditHistory","duration","employment","existingCredits","foreignWorker","housing","installmentCommitment","job","lamount","lamountPred","numDependents","otherParties","otherPaymentPlans","ownTelephone","personalStatus","propertyMagnitude","purpose","residenceSince","riskStatus","savingsStatus"
54,"no_checking",1941.05,"delayed_previously",8.74,">=7",2,NA,"own",4,"skilled",7.5709843427548,7.28328299570339,1,"no","none","yes","male_mar_wid","real_estate","new_car",NA,"high","no_known_savings"
52,"no_checking",1941.05,"critical_other_existing_credit",1.76,">=7",3,NA,"own",4,"skilled",7.5709843427548,6.85179383070448,1,"no","none","no","male_single","real_estate","tv",NA,"low","<100"
30,"no_checking",617.4,"existing_paid",2.07,"1<=X<4",2,NA,"own",4,"skilled",6.42551711206806,6.84496841801803,1,"no","bank","no","male_single","real_estate","tv",NA,"low","<100"
40,"<0",612.16,"existing_paid",4.53,"1<=X<4",1,"yes","own",4,"unskilled_resident",6.41699368625189,6.91674194726573,1,"no","none","no","male_mar_wid","real_estate","tv",2,"low","<100"
32,"no_checking",612.16,"critical_other_existing_credit",10.09,"1<=X<4",2,NA,"own",4,"skilled",6.41699368625189,6.91593258261738,1,"no","none","no","male_single","real_estate","education",NA,"low","<100"
29,">=200",416.69,"delayed_previously",4.56,"<1",1,NA,"own",2,"skilled",6.0323425400603,6.86023087766626,1,"no","bank","no",NA,"real_estate","tv",NA,"high","<100"
39,"<0",1083.7,NA,6.42,"4<=X<7",2,"yes","own",3,"unskilled_resident",6.98813639092895,6.90235039482042,1,"no","none","yes","female_div_dep_mar","real_estate","new_car",NA,"low",">=1000"
32,"no_checking",1713.01,"critical_other_existing_credit",1.09,">=7",2,NA,"own",4,NA,7.4460073360187,6.81247488864862,1,"no","bank","yes","male_single","real_estate","tv",NA,"low","500<=X<1000"
56,"no_checking",1684.4,"critical_other_existing_credit",8.35,">=7",1,NA,"own",4,"skilled",7.42916469628777,6.8286179936807,1,"no","none","no","male_single","real_estate","tv",NA,"low","<100"
26,"0<=X<200",381.69,"existing_paid",8.68,"<1",1,NA,"own",3,"unskilled_resident",5.94460876082272,6.88118872018049,1,"no","none","no","male_mar_wid","real_estate","tv",NA,"high","<100"
49,"<0",1186.22,"existing_paid",5.28,">=7",1,NA,"own",2,"skilled",7.07852705982563,6.81247488864862,1,"no","bank","yes","female_div_dep_mar","real_estate","furniture_equipment",NA,"low","<100"
39,"no_checking",1180.93,"no_credits_all_paid",NA,">=7",1,NA,"own",4,"unskilled_resident",7.07405754263716,6.81247488864862,1,"no","none","no","male_mar_wid","real_estate","tv",NA,"low","<100"
58,"<0",686.9,"critical_other_existing_credit",NA,"4<=X<7",4,NA,"own",4,"unskilled_resident",6.53218872121984,6.81247488864862,NA,"no","none","yes","female_div_dep_mar","real_estate","tv",NA,"low","<100"
27,"<0",275.76,"existing_paid",NA,"<1",1,NA,"own",4,"skilled",5.61953092220861,6.81247488864862,1,"no","none","no","female_div_dep_mar","real_estate","domestic_appliance",NA,"high","<100"
21,"no_checking",2087.64,"delayed_previously",9.52,"4<=X<7",2,NA,"own",2,"skilled",7.64378952034446,7.96247696085694,1,"no","none","yes","male_single","no_known_property","tv",NA,"high","<100"
63,"no_checking",3441.42,"critical_other_existing_credit",2.3,">=7",1,NA,"subsidized",2,"high_qualif_self_emp_mgmt",8.14363945589048,7.91747933512773,1,"no","bank","yes","male_single","no_known_property","new_car",NA,"high","no_known_savings"
38,"0<=X<200",184.35,"existing_paid",NA,"unemployed",1,NA,"subsidized",3,"high_qualif_self_emp_mgmt",5.21683612468015,6.81247488864862,1,"no",NA,"yes","female_div_dep_mar","no_known_property","used_car",NA,"high","<100"
37,"no_checking",1794.87,"delayed_previously",6.37,"4<=X<7",1,"yes","own",4,"high_qualif_self_emp_mgmt",7.49268787490135,7.86936618204034,1,"no","none","yes","male_single","no_known_property","tv",NA,"high","500<=X<1000"
39,"0<=X<200",1006.35,"critical_other_existing_credit",8.82,"1<=X<4",2,NA,"own",2,"high_qualif_self_emp_mgmt",6.91408520267701,7.81026856987444,2,"co_applicant","none","yes","male_single","no_known_property","other",NA,"high","<100"
24,"no_checking",980.34,"critical_other_existing_credit",6.98,"1<=X<4",2,NA,"rent",2,"unskilled_resident",6.88789945027079,8.13421709383145,1,"no","bank","no","female_div_dep_mar","no_known_property","used_car",NA,"high","100<=X<500"
26,"no_checking",169.8,"existing_paid",NA,"unemployed",2,NA,"own",4,"high_qualif_self_emp_mgmt",5.13462127387725,6.81247488864862,1,"no","none","yes","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","<100"
35,"<0",538.54,"existing_paid",5.2,"<1",1,NA,"own",1,"unskilled_resident",6.28886177424633,7.91902598995849,1,"no","none","yes","female_div_dep_mar","no_known_property","new_car",NA,"high","<100"
38,"<0",2766.42,"critical_other_existing_credit",NA,">=7",3,NA,"subsidized",3,"high_qualif_self_emp_mgmt",7.92530934451539,7.75672975884202,2,"no","none","yes","male_single","no_known_property","used_car",NA,"high","<100"
37,NA,1525.42,"existing_paid",6.65,"4<=X<7",1,NA,"own",4,"skilled",7.33002506095925,7.72146074909957,1,"no","stores","yes","male_single","no_known_property","tv",NA,"high","no_known_savings"
31,"no_checking",827.19,"critical_other_existing_credit",5.39,"1<=X<4",2,"yes","own",2,"skilled",6.71803441470624,7.57373711258428,1,NA,"stores","no","female_div_dep_mar","no_known_property","tv",NA,"high","<100"
48,"no_checking",805.03,"existing_paid",10.84,"1<=X<4",1,NA,"subsidized",2,"skilled",6.69087954380491,7.87962299267044,1,"no","none","yes","male_div_sep","no_known_property","used_car",NA,"high","no_known_savings"
24,"<0",1419.59,"existing_paid",3.73,"4<=X<7",1,NA,"own",2,"skilled",7.25812337650972,7.55307811418787,1,"no","none","yes","male_single","no_known_property","new_car",NA,"high","<100"
35,"no_checking",787.96,"existing_paid",8.07,"1<=X<4",1,NA,"subsidized",2,"unskilled_resident",6.66944732714815,7.70503787170341,2,"no","none","yes","male_single","no_known_property","education",NA,"high","no_known_savings"
35,"no_checking",1372.75,"critical_other_existing_credit",2.83,"4<=X<7",2,"yes","subsidized",2,"skilled",7.22457130615898,6.81247488864862,1,"no","none","yes","male_single","no_known_property","used_car",NA,"high","no_known_savings"
45,"no_checking",2311.53,"existing_paid",5.52,">=7",1,NA,"own",4,"high_qualif_self_emp_mgmt",7.74566492192939,7.8232432965304,1,"no","none","yes","male_single","no_known_property","used_car",NA,"high","100<=X<500"
23,"<0",742.81,"delayed_previously",6.55,"1<=X<4",2,"yes","rent",1,"skilled",6.61044029196198,7.41160193960062,1,"no","none","yes","female_div_dep_mar","no_known_property","education",NA,"high","no_known_savings"
30,"0<=X<200",471.89,"no_credits_all_paid",NA,"<1",2,NA,"own",1,"skilled",6.15674590757753,7.9419583975586,1,"no","none","no","female_div_dep_mar","no_known_property","new_car",1,"high","500<=X<1000"
42,"0<=X<200",2196.86,"delayed_previously",1.48,">=7",4,"yes","own",2,"high_qualif_self_emp_mgmt",7.69478434709521,7.88034010415876,1,"no","none","yes","male_single","no_known_property","new_car",NA,"high","100<=X<500"
25,"<0",463.25,"no_credits_all_paid",5.73,"<1",3,NA,"own",2,"skilled",6.13826686516547,7.47073806493189,1,"no","bank","no","male_single","no_known_property","business",NA,"high","no_known_savings"
27,"no_checking",460.44,"delayed_previously",4.73,"<1",2,NA,"rent",4,"skilled",6.13218255404686,7.38436765476155,1,"no","none","yes","male_single","no_known_property","business",NA,"high","no_known_savings"
30,"0<=X<200",460.01,"existing_paid",3.53,"<1",2,NA,"own",2,"skilled",6.13124822837728,7.51514291593499,1,"no","none","no","male_single","no_known_property","used_car",NA,"high","<100"
40,"no_checking",455.65,"all_paid",5.03,"<1",2,NA,"rent",3,"skilled",6.12172497094214,7.46132663839727,2,"guarantor","bank","yes","male_single","no_known_property","used_car",4,"high","no_known_savings"
29,"0<=X<200",2121.34,"critical_other_existing_credit",6.21,">=7",1,NA,NA,2,"skilled",7.65980324346219,7.53747390631452,1,"no","none","no","female_div_dep_mar","no_known_property","used_car",NA,"high",">=1000"
36,"<0",2014.35,"existing_paid",2.84,">=7",1,NA,"rent",4,"skilled",7.60805184169529,7.88048193399507,1,"co_applicant","none","no","male_single","no_known_property","business",NA,"high","<100"
23,"no_checking",433.64,"critical_other_existing_credit",1.46,"<1",2,NA,"rent",2,"skilled",6.07221469679309,7.93222482490504,1,"no","none","yes","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","<100"
63,"<0",1906.31,"delayed_previously",2.26,">=7",2,NA,"own",3,"skilled",7.55292471527022,6.81247488864862,1,"no","none","yes","male_single","no_known_property","business",NA,"high","<100"
31,"<0",608.19,"existing_paid",5.93,"1<=X<4",1,NA,"own",3,"skilled",6.41048733314821,7.77060304575396,1,"no","none","yes","female_div_dep_mar","no_known_property","tv",NA,"high","<100"
38,"0<=X<200",602.05,"delayed_previously",2.49,"1<=X<4",1,"yes","subsidized",4,"skilled",6.40034049833823,7.88479545941555,2,"no","none","yes","male_single","no_known_property","business",NA,"high","no_known_savings"
34,"no_checking",589.75,"existing_paid",6.7,"1<=X<4",1,NA,"subsidized",4,"skilled",6.37969871828778,6.81247488864862,2,"no","none","yes","male_single","no_known_property","new_car",NA,"high","no_known_savings"
46,"<0",1786.64,"critical_other_existing_credit",5.52,">=7",2,NA,"subsidized",4,"skilled",7.48809203991222,7.75195028605496,1,"no","none","yes","male_single","no_known_property","used_car",4,"high","<100"
27,"no_checking",129.44,"critical_other_existing_credit",9.44,"unemployed",2,"yes","own",4,"high_qualif_self_emp_mgmt",4.86321745331018,6.81247488864862,1,"co_applicant","bank","yes","male_single","no_known_property","other",NA,"high","<100"
28,"<0",563.45,"no_credits_all_paid",NA,"1<=X<4",2,"yes","rent",4,"skilled",6.33407859839836,7.0859304332881,1,"no","none","yes","male_single","no_known_property","tv",NA,"high","<100"
27,"<0",547.25,"critical_other_existing_credit",4.74,"1<=X<4",1,"yes","own",4,"skilled",6.30490573640297,7.60114854701783,1,"no","bank","yes","male_single","no_known_property","education",NA,"high","<100"
41,"0<=X<200",1024.6,"critical_other_existing_credit",3.02,"4<=X<7",2,"yes","own",2,"unskilled_resident",6.9320575715051,7.45803833137494,1,"no","bank","no","female_div_dep_mar","no_known_property","business",NA,"high","<100"
22,"0<=X<200",543.45,"existing_paid",NA,"1<=X<4",1,"yes","own",2,"skilled",6.2979377060092,7.73562054189572,1,"no","none","no","female_div_dep_mar","no_known_property","tv",NA,"high","<100"
34,"0<=X<200",531.23,"critical_other_existing_credit",4.96,"1<=X<4",2,NA,"own",3,"skilled",6.27519507247113,7.7190862812323,1,"no","none","yes","male_single","no_known_property","used_car",NA,"high","<100"
25,"no_checking",1001.32,"critical_other_existing_credit",5.91,"4<=X<7",2,NA,"own",4,"skilled",6.90907440854803,7.10680027778585,1,"no","none","no","female_div_dep_mar","no_known_property","tv",NA,"high","<100"
24,"0<=X<200",514.57,"existing_paid",NA,"1<=X<4",1,NA,"own",2,"skilled",6.24333160044131,6.81247488864862,1,"no","none","no","male_mar_wid","no_known_property","tv",NA,"high","100<=X<500"
42,"<0",1584.7,"existing_paid",4.2,">=7",1,NA,"subsidized",2,"skilled",7.36815039394876,6.81247488864862,2,"no","none","no","male_single","no_known_property","used_car",NA,"high","<100"
35,"no_checking",1543.42,"existing_paid",NA,">=7",1,NA,"subsidized",1,"skilled",7.34175601234307,7.29618952679671,1,"no","none","no","female_div_dep_mar","no_known_property","new_car",NA,"high",NA
28,"0<=X<200",118.06,"critical_other_existing_credit",5.27,"unemployed",2,NA,"own",4,"high_qualif_self_emp_mgmt",4.77119296981254,6.81247488864862,1,"no","none","no","male_mar_wid","no_known_property","new_car",NA,"high","<100"
48,"no_checking",1510.54,"existing_paid",4.42,">=7",4,NA,"own",4,"skilled",7.32022248177369,7.31487336860933,2,"no","none","yes","male_single","no_known_property","repairs",NA,"high","no_known_savings"
25,">=200",921.06,"existing_paid",2.28,"4<=X<7",1,NA,"own",4,"skilled",6.82552518071317,7.37294649565366,1,"no","bank","no","male_single","no_known_property","tv",NA,"high","<100"
42,"0<=X<200",1484.43,"existing_paid",8.47,">=7",1,NA,"own",2,"skilled",7.30278613916815,7.57301132032962,1,"no","none","yes","female_div_dep_mar","no_known_property","tv",NA,"high","no_known_savings"
29,"no_checking",466.08,"no_credits_all_paid",3.44,"1<=X<4",2,NA,"own",1,"skilled",6.14435729321112,7.63756049291962,1,"no","bank","yes","female_div_dep_mar","no_known_property","new_car",NA,"high","no_known_savings"
33,"no_checking",113.65,"existing_paid",1.19,"unemployed",1,"yes","rent",3,"high_qualif_self_emp_mgmt",4.73312355029855,6.81247488864862,1,"no","bank","yes","male_single","no_known_property","business",NA,"high","<100"
56,">=200",1413.08,"critical_other_existing_credit",NA,">=7",1,"yes","subsidized",4,"skilled",7.25352699820852,6.81247488864862,1,"no","none","no","male_single","no_known_property","used_car",NA,"high","<100"
30,"0<=X<200",351.42,"existing_paid",2.63,"<1",1,NA,"own",4,"high_qualif_self_emp_mgmt",5.86198208932975,7.62028283098687,1,"no","none","yes","female_div_dep_mar","no_known_property",NA,NA,"high","<100"
51,"0<=X<200",870.41,"delayed_previously",3.35,"4<=X<7",1,NA,"own",2,"skilled",6.76896436500627,7.16214657136933,1,"no","none","no","male_single","no_known_property","tv",NA,"high","<100"
44,"<0",348.34,"critical_other_existing_credit",3.54,"<1",2,"yes","own",1,"unskilled_resident",5.85317901430364,7.16714961329515,2,"no","none","no","male_single","no_known_property","new_car",NA,"high","no_known_savings"
35,"no_checking",858.01,"delayed_previously",2.4,"4<=X<7",2,"yes","own",3,"unskilled_resident",6.7546157544317,7.55651634309748,1,"no","none","yes","male_single","no_known_property","used_car",NA,"high","<100"
26,"no_checking",421.27,"delayed_previously",4.92,"1<=X<4",2,NA,"own",4,"high_qualif_self_emp_mgmt",6.04327395828435,6.81247488864862,1,"no","none","yes","male_single","no_known_property","tv",NA,"high","<100"
30,"0<=X<200",420.6,"delayed_previously",8.76,"1<=X<4",2,NA,"own",2,"high_qualif_self_emp_mgmt",6.0416822632686,6.81247488864862,1,"no","stores","yes","male_div_sep","no_known_property","business",NA,"high","<100"
35,"<0",414.33,"existing_paid",2.96,"1<=X<4",1,NA,"own",3,"unskilled_resident",6.02666275775795,7.40189130210823,2,"no","none","yes","male_single","no_known_property","new_car",NA,"high","100<=X<500"
48,"0<=X<200",411.9,"existing_paid",3.55,"1<=X<4",1,"yes","own",1,"unskilled_resident",6.02078060144204,6.81247488864862,1,"no","none","yes","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","no_known_savings"
36,"0<=X<200",402.67,"no_credits_all_paid",6.1,"1<=X<4",3,NA,"own",1,"unskilled_resident",5.99811736793808,6.81247488864862,1,"no","none","yes","male_single","no_known_property","business",4,"high","<100"
35,"no_checking",395.1,"delayed_previously",4.95,"1<=X<4",2,NA,"own",2,"skilled",5.97913889741734,7.43635781080312,1,"no","none","no","male_single","no_known_property","furniture_equipment",3,"high","100<=X<500"
35,"0<=X<200",761.08,"existing_paid",3.02,"4<=X<7",1,NA,"own",2,"skilled",6.6347384771722,6.81247488864862,1,"no","none","yes","male_single","no_known_property","furniture_equipment",NA,"high","no_known_savings"
30,"<0",102.94,"existing_paid",NA,"unemployed",1,"yes","own",4,"high_qualif_self_emp_mgmt",4.63414629422461,6.81247488864862,1,"no","none","yes","male_single","no_known_property","furniture_equipment",NA,"high","<100"
40,"<0",377.18,"critical_other_existing_credit",6.71,"1<=X<4",2,NA,"own",1,"unskilled_resident",5.93272252708422,7.27147723394484,2,"no","none","no","male_single","no_known_property","new_car",NA,"high","<100"
23,">=200",374.98,"existing_paid",3.26,"1<=X<4",1,NA,"own",2,"skilled",5.9268726912148,6.81247488864862,1,"no","none","yes","male_single","no_known_property","tv",NA,"high","<100"
64,"no_checking",1169.07,"existing_paid",NA,">=7",1,NA,"own",1,"unskilled_resident",7.06396383991884,7.11293690169915,1,"no","none","no","male_single","no_known_property","education",NA,"high","no_known_savings"
42,"0<=X<200",365.72,"no_credits_all_paid",2.55,"1<=X<4",1,NA,"own",4,"skilled",5.90186801329623,6.81247488864862,1,"no","none","yes","female_div_dep_mar","no_known_property","tv",NA,"high","<100"
37,"<0",354.81,"critical_other_existing_credit",5.47,"1<=X<4",3,NA,"rent",1,"skilled",5.87158243493114,7.14538338603629,2,"no","none","no","male_single","no_known_property","new_car",NA,"high","<100"
31,"<0",352.67,"existing_paid",4.99,"1<=X<4",1,NA,"own",1,"skilled",5.86553277550131,7.39253263067227,2,"no","none","no","male_single","no_known_property","new_car",NA,"high",">=1000"
22,"<0",351.05,"all_paid",5.6,"1<=X<4",1,NA,"rent",1,"skilled",5.86092866346326,6.81247488864862,1,"guarantor","bank","no","female_div_dep_mar","no_known_property","used_car",NA,"high","<100"
31,"no_checking",1114.46,"existing_paid",5.74,">=7",2,NA,"own",2,"skilled",7.01612526164797,6.81247488864862,1,"no","none","no","male_single","no_known_property","tv",NA,"high","100<=X<500"
20,">=200",1113.42,"critical_other_existing_credit",4.76,">=7",2,NA,"rent",4,"skilled",7.0151916385843,7.29118105770634,1,"co_applicant","none","no","male_single","no_known_property","furniture_equipment",NA,"high","no_known_savings"
37,"0<=X<200",1112.12,"critical_other_existing_credit",3.13,">=7",1,"yes","own",3,"skilled",7.01402338265733,7.39060244007789,1,"no","none","yes","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","<100"
26,"<0",707.25,"existing_paid",3.74,"4<=X<7",1,NA,"rent",1,"unskilled_resident",6.56138421018168,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","<100"
28,"no_checking",1107.69,"existing_paid",6.62,">=7",1,NA,"own",4,"skilled",7.01003204476705,7.10976945962739,1,"no","none","no","male_single","no_known_property","tv",NA,"high","<100"
30,"0<=X<200",702.47,NA,NA,"4<=X<7",1,NA,"own",4,"skilled",6.5546026956697,6.81247488864862,1,"no","none","no","male_single","no_known_property","business",NA,"high","100<=X<500"
26,"no_checking",341.28,"existing_paid",8.29,"1<=X<4",1,NA,"rent",2,"skilled",5.83270325472304,7.18431148674079,NA,"guarantor","none","no","male_single","no_known_property","new_car",NA,"high","<100"
25,"<0",694.19,"existing_paid",4.55,"4<=X<7",1,NA,"own",4,"skilled",6.54274569825335,6.93831629947536,1,"guarantor","none","no","female_div_dep_mar","no_known_property","tv",1,"high","<100"
29,"<0",339.64,"critical_other_existing_credit",4.89,"1<=X<4",2,NA,"own",3,"skilled",5.82788623313116,7.05600084129689,1,"co_applicant","none","no","female_div_dep_mar","no_known_property","new_car",NA,"high","<100"
44,"no_checking",296.7,"critical_other_existing_credit",6.86,"<1",2,"yes","own",2,"skilled",5.69272152729678,6.81247488864862,1,"no","none","yes","male_div_sep","no_known_property","new_car",4,"high","no_known_savings"
37,">=200",1056.46,"existing_paid",5.29,">=7",1,NA,"own",2,"high_qualif_self_emp_mgmt",6.96267897547804,7.18099220405784,1,"no","none","no","male_single","no_known_property","tv",NA,"high","no_known_savings"
39,"<0",677.95,"critical_other_existing_credit",NA,"4<=X<7",2,"no","own",1,"unskilled_resident",6.51907353890832,7.22193179969505,1,"no","none","no","male_single","no_known_property","new_car",4,"high","<100"
68,"<0",1056.08,"existing_paid",3.62,">=7",1,"yes","own",1,"high_qualif_self_emp_mgmt",6.9623192189725,6.81247488864862,1,"no","bank","yes","male_single","no_known_property","new_car",NA,"high","<100"
35,"<0",1053.04,"existing_paid",3,">=7",1,NA,"subsidized",3,"skilled",6.95943649811715,6.81247488864862,1,"no","none","yes","male_single","no_known_property","used_car",NA,"high","<100"
31,"no_checking",329.23,"existing_paid",NA,"1<=X<4",1,"yes","own",2,"skilled",5.79675659466298,6.81247488864862,1,"no","none","yes","male_single","no_known_property","used_car",1,"high","no_known_savings"
28,"no_checking",326.21,"critical_other_existing_credit",NA,"1<=X<4",1,"yes","subsidized",4,"skilled",5.78754134575627,7.23315970859038,1,"no","none","yes","male_single","no_known_property","furniture_equipment",NA,"high","<100"
33,"0<=X<200",317.64,"no_credits_all_paid",NA,"1<=X<4",2,NA,"own",1,"skilled",5.76091866602701,6.81247488864862,1,"no","bank","yes","female_div_dep_mar","no_known_property","furniture_equipment",4,"high","<100"
33,"0<=X<200",313.39,"existing_paid",9.94,"1<=X<4",1,"yes","own",1,"unskilled_resident",5.74744842130819,7.20754043493702,1,"no","none","no","female_div_dep_mar","no_known_property","new_car",NA,"high","no_known_savings"
24,"<0",312.96,"existing_paid",NA,"1<=X<4",1,NA,"own",2,"skilled",5.74607538684645,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","tv",NA,"high","<100"
22,"<0",281.16,"existing_paid",6.64,"<1",1,"yes","subsidized",4,"skilled",5.63892390230771,6.81247488864862,1,"no","bank","no","male_single","no_known_property","furniture_equipment",NA,"high","<100"
49,"0<=X<200",279.98,"critical_other_existing_credit",4.2,"<1",2,NA,"own",1,"unskilled_resident",5.63471817204668,6.81247488864862,2,"no","bank",NA,"male_single","no_known_property","new_car",NA,"high","<100"
28,"0<=X<200",627.61,"existing_paid",3.84,"4<=X<7",2,NA,"own",4,"skilled",6.44191895444768,6.81247488864862,1,"no","none","no","male_single","no_known_property","tv",NA,"high","<100"
54,"<0",300.86,"existing_paid",1.28,"1<=X<4",1,"yes","own",3,"skilled",5.70664504026968,6.81247488864862,1,"no","none","no","male_single","no_known_property","domestic_appliance",NA,"high","<100"
33,"no_checking",622.93,"existing_paid",NA,"4<=X<7",1,NA,"own",2,"skilled",6.43443415292408,6.81247488864862,1,"no","none","no","male_single","no_known_property","used_car",NA,"high","<100"
47,">=200",955.24,"critical_other_existing_credit",NA,">=7",1,NA,"own",4,"skilled",6.86196261780846,6.81247488864862,1,"no","none","no","male_single","no_known_property","tv",4,"high","<100"
24,">=200",297.8,"existing_paid",4.96,"1<=X<4",1,NA,"own",3,"skilled",5.69642212024991,7.01592742586264,1,"no","none","no","male_mar_wid","no_known_property","tv",NA,"high","<100"
40,"0<=X<200",618.68,"existing_paid",9.03,"4<=X<7",1,NA,"rent",2,"skilled",6.42758817616994,7.20687429541946,1,"no","none","no","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","<100"
28,"no_checking",295.79,"delayed_previously",1.05,"1<=X<4",2,"yes","own",3,"unskilled_resident",5.68964974307914,6.81247488864862,1,"no","stores","no","male_single","no_known_property","used_car",NA,"high","<100"
32,"no_checking",294.48,"existing_paid",7.45,"1<=X<4",1,NA,"own",1,"skilled",5.68521108907077,6.81247488864862,1,"no","none","yes","male_single","no_known_property","furniture_equipment",NA,"high","500<=X<1000"
63,"<0",289.75,"existing_paid",5.63,"1<=X<4",1,NA,"own",3,"skilled",5.66901848221986,6.81247488864862,2,"guarantor","bank","yes","male_single","no_known_property","used_car",NA,"high","<100"
51,">=200",921.7,"existing_paid",10.91,">=7",1,NA,"subsidized",3,"skilled",6.82621979099962,6.81247488864862,1,"no","none","no","male_div_sep","no_known_property","furniture_equipment",NA,"high","<100"
22,"<0",281.31,"all_paid",7.12,"1<=X<4",1,NA,"own",4,"skilled",5.63945726409964,7.18486456725792,1,"no","stores","yes","male_single","no_known_property","furniture_equipment",NA,"high","500<=X<1000"
21,"0<=X<200",276.99,"existing_paid",NA,"1<=X<4",1,"yes","rent",1,"skilled",5.62398140445265,6.81247488864862,1,"no","none","yes","male_mar_wid","no_known_property","used_car",NA,"high","<100"
61,"0<=X<200",887.93,"existing_paid",1.58,">=7",NA,NA,"rent",4,"unskilled_resident",6.78889291105619,7.12719332215936,1,"no","bank","no","male_div_sep","no_known_property","business",2,"high","100<=X<500"
20,"0<=X<200",271.6,"existing_paid",1.05,"1<=X<4",1,NA,"rent",3,"unskilled_resident",5.60433039568454,6.81247488864862,1,"no","none","yes","female_div_dep_mar","no_known_property","new_car",NA,"high","<100"
35,"no_checking",861.56,"existing_paid",5.88,">=7",1,NA,"own",4,"high_qualif_self_emp_mgmt",6.75874469950915,6.81247488864862,1,"no","none","yes","male_single","no_known_property","used_car",NA,"high","<100"
44,"<0",265.32,"existing_paid",3.59,"1<=X<4",1,NA,"rent",2,"skilled",5.58093664465736,7.03908457611994,2,"no","none","no","male_single","no_known_property","tv",NA,"high","500<=X<1000"
34,"0<=X<200",263.1,"existing_paid",2.9,"1<=X<4",1,"yes","own",4,"skilled",5.57253418804625,7.04915576933839,1,"no","none","no","male_single","no_known_property","business",NA,"high","100<=X<500"
27,"no_checking",262.3,"no_credits_all_paid",7.86,"1<=X<4",2,"yes","own",4,"skilled",5.56948888687283,6.81247488864862,NA,"no","none","no","male_single","no_known_property","repairs",NA,"high","<100"
28,"no_checking",261.41,"existing_paid",5.44,"1<=X<4",1,NA,"rent",2,"skilled",5.56609005600545,6.81247488864862,1,"no","none","yes","female_div_dep_mar","no_known_property","used_car",NA,"high",">=1000"
42,"0<=X<200",794.84,"delayed_previously",4.5,">=7",2,NA,"own",4,"skilled",6.67814083653762,6.99732258816249,1,"no","none","no","male_single","no_known_property","business",NA,"high","no_known_savings"
25,"no_checking",242.74,"existing_paid",8.82,"1<=X<4",NA,NA,"own",4,"skilled",5.49199091167822,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","tv",NA,"high","no_known_savings"
47,"0<=X<200",239.06,"delayed_previously",2.55,"1<=X<4",2,"yes","own",1,"skilled",5.47671456644983,6.81247488864862,1,"no","none","no","male_div_sep","no_known_property","new_car",NA,"high","<100"
46,"<0",238.61,"critical_other_existing_credit",7.92,"1<=X<4",2,NA,"own",3,"skilled",5.47483041993393,6.81247488864862,1,"no","none","yes","male_mar_wid","no_known_property","furniture_equipment",2,"high","<100"
24,"0<=X<200",512.36,"existing_paid",6.02,"4<=X<7",1,NA,"rent",4,"skilled",6.23902750296294,6.81247488864862,1,"no","none","no","male_single","no_known_property","tv",NA,"high","<100"
37,"no_checking",232.39,"existing_paid",3.53,"1<=X<4",1,"yes","subsidized",4,"skilled",5.44841699479207,6.81247488864862,1,"no","none","yes","male_single","no_known_property","tv",NA,"high","no_known_savings"
60,"<0",744.47,"critical_other_existing_credit",7.16,">=7",2,NA,"own",3,"skilled",6.61267255581184,6.81247488864862,1,"no","none","no","male_single","no_known_property","furniture_equipment",NA,"high","<100"
25,"no_checking",228.69,"critical_other_existing_credit",3.01,"1<=X<4",2,NA,"own",2,"skilled",5.43236737466829,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","tv",NA,"high","<100"
52,"no_checking",738.02,"critical_other_existing_credit",8.13,">=7",2,NA,"own",4,"skilled",6.60397092450427,6.81247488864862,1,"no","bank","no","male_single","no_known_property","tv",NA,"high","100<=X<500"
20,"no_checking",227.15,"existing_paid",4.81,"1<=X<4",1,NA,"rent",2,"skilled",5.42561059220541,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","500<=X<1000"
28,"no_checking",222.44,"delayed_previously",5.12,"1<=X<4",1,NA,"own",4,"skilled",5.40465740231936,6.81247488864862,1,"no","none","yes","male_mar_wid","no_known_property","business",NA,"high","<100"
29,"<0",220.62,"all_paid",1.78,"1<=X<4",1,"yes","subsidized",4,"skilled",5.39644176454124,6.91769583599533,1,"no","none","no","male_div_sep","no_known_property","tv",NA,"high","<100"
28,"no_checking",715.24,"existing_paid",NA,">=7",1,NA,"own",1,"skilled",6.572618150707,6.81247488864862,1,"no","none","yes","male_div_sep","no_known_property","business",NA,"high",">=1000"
27,"<0",228.62,"critical_other_existing_credit",NA,"<1",2,NA,"rent",2,"skilled",5.43206123659763,6.81247488864862,1,"co_applicant","none","no","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","no_known_savings"
